Date,Time,DST,disturbance_date,Disturbance_time,B(IMF),Vector_B,Lat_angle_B,Long_angle_B,Bz(GSE),Bz(GSM),RMS_magnitude,RMS_field_vector,RMS_BZ_GSE,Plasma_Temp,Proton_Density,Plasma_speed,Alpha/proton,sigma-T,sigma-n,sigma-V,sigma-ratio,flow_pressure,E_field,Plasma_beta,Kp_index,Ap_index
2002/04/15,03:50:05,-150,20/04/2002,08:00:00,8.5,8.5,-15.4,171.7,-2.2,-1.9,0.2,0.8,0.6,44137,4,611,0.091,14788,0.8,6,0.01,3.4,1.16,0.4,57,67
2002/04/17,08:26:05,-150,,,,,,,,,,,,,,,,,,,,,,,,
2002/04/21,01:27:20,-75,,,,,,,,,,,,,,,,,,,,,,,,
2002/05/06,13:50:05,-110,11/05/2002,19:00:00,14.6,13.3,-14.4,245.7,-3.3,-7.6,2,5.6,4.5,144370,8.1,437,0.063,36495,2.3,14,0.021,3.23,3.32,0.43,53,56
2002/05/07,04:06:05,-110,,,,,,,,,,,,,,,,,,,,,,,,
2002/05/08,13:50:05,-110,,,,,,,,,,,,,,,,,,,,,,,,
2002/05/16,00:50:05,-57.5,19/05/2002,06:00:00,17.1,17,-19.5,165.5,-5.7,-5.1,0.5,1.6,1.1,156037,6.7,441,0.043,6327,0.3,5,0.01,2.55,2.25,0.27,40,27
2002/05/22,03:50:05,-110,23/05/2002,17,18.6,16.2,-41.6,71.9,-10.8,-7.8,1.1,8.5,4.1,665769,9.1,693,9.999,61871,2.7,69,9.999,8.74,5.41,0.87,83,236
2002/05/28,16:26:05,-35,03/06/2002,00:00:00,9.1,3,-58.3,332.5,-2.5,-2.6,0.7,8.4,5.3,147969,6.1,421,0.039,11641,0.8,7,0.011,2.09,1.09,0.85,30,15
2002/07/09,19:31:48,-35,12/07/2002,10:00:00,11.7,9.6,-2,112.3,-0.3,-3.2,2.2,6,5.1,213117,13.2,451,0.09,51209,3,17,0.017,6.1,1.44,1.37,47,39
2002/07/15,20:30:05,-35,21/07/2002,18:00:00,5.5,5.3,-37.1,107,-3.2,-3.7,0.2,1.3,1,26120,2.5,515,9.999,5935,0.5,3,9.999,1.33,1.91,0.53,33,18
2002/07/16,16:02:58,-35,,,,,,,,,,,,,,,,,,,,,,,,
2002/07/18,08:06:08,-37.5,22/07/2002,10:00:00,7.1,7,-24.3,162.1,-2.9,-3.5,0.4,0.9,0.5,161457,2.9,497,0.069,25673,0.2,6,0.017,1.53,1.74,0.69,37,22
2002/07/18,19:31:47,-37.5,,,,,,,,,,,,,,,,,,,,,,,,
2002/07/19,16:30:05,-37.5,,,,,,,,,,,,,,,,,,,,,,,,
2002/07/20,22:06:09,-37.5,,,,,,,,,,,,,,,,,,,,,,,,
2002/07/23,00:42:05,-30,27/07/2002,04:00:00,8.3,7.2,-1.7,304.1,-0.2,1.1,0.1,3.5,3.3,109874,6.7,428,0.048,7759,0.3,4,0.006,2.44,-0.47,0.96,30,15
2002/07/26,22:06:10,-30,,,,,,,,,,,,,,,,,,,,,,,,
2002/08/08,20:06:34,-42.5,10/08/2002,05:00:00,7.1,3.6,27.5,139.5,1.6,0.8,0.3,5.6,4.2,110256,7.1,458,9.999,12880,0.9,15,9.999,2.98,-0.37,1.4,47,39
2002/08/16,12:30:05,-105,21/08/2002,06:00:00,8.7,8.6,-37.5,113.3,-5.2,-7.3,0.5,1.3,0.9,18382,4,434,0.119,1946,1.5,7,0.027,1.86,3.17,0.32,53,56
2002/08/22,02:06:06,-50,22/08/2002,03:00:00,10.2,8,13.8,291.9,1.9,3.9,0.9,5.7,3.2,67928,7.5,412,0.062,16436,1.9,10,0.038,2.65,-1.61,0.59,27,12
2002/08/24,01:27:19,-45,27/08/2002,05:00:00,12,11.8,-30.9,304.3,-6,-2.2,0.2,1.5,0.9,102702,11.2,407,0.061,11081,0.4,4,0.01,3.85,0.9,0.75,37,22
2002/09/05,16:54:06,-180,08/09/2002,00:00:00,19.8,19.4,-25.8,129.4,-8.4,-11.3,1.2,3.4,2.8,285602,8.9,506,0.05,17424,1.6,7,0.009,4.57,5.72,0.39,73,154
2002/09/06,13:31:49,-180,,,,,,,,,,,,,,,,,,,,,,,,
2002/10/14,14:54:05,-100,14/10/2002,13:00:00,16.8,16.7,-72.8,310.6,-16,-12.1,0.5,1.4,0.6,59637,19.3,356,0.022,7498,2.7,3,0.012,4.44,4.31,0.53,47,39
2002/10/18,18:54:05,-40,18/10/2002,03:00:00,8.2,5.7,16.6,316.2,1.6,2.7,0.1,5.2,3.5,214383,4.1,567,0.058,25863,0.5,21,0.009,2.71,-1.53,0.87,33,18
2002/10/25,10:06:05,-90,25/10/2002,01:00:00,7,6,-29.2,130,-2.9,-3.7,0.2,2.8,1.9,297325,2.6,744,0.036,15096,0.2,16,0.004,2.75,2.75,0.94,60,80
2002/10/25,15:06:05,-90,,,,,,,,,,,,,,,,,,,,,,,,
2002/10/26,07:27:15,-65,27/10/2002,15:00:00,8.1,7.7,-7.7,107.4,-1,-3.7,0.1,1.9,1,117303,4,609,0.039,7481,0.2,13,0.004,2.86,2.25,0.62,40,27
2002/10/27,23:18:13,-65,,,,,,,,,,,,,,,,,,,,,,,,
2002/11/09,13:31:45,-42.5,13/11/2002,04:00:00,11.8,9.5,3.1,297.2,0.5,2.7,0.6,5.7,5,382890,3.5,567,0.067,31815,0.6,10,0.038,2.38,-1.53,0.53,37,22
2002/11/16,07:12:05,-127.5,21/11/2002,10:00:00,13.2,11,11.2,137.7,2.1,-1,0.7,6.5,5.3,236417,6.4,657,0.036,29869,1.3,12,0.007,5.28,0.66,0.56,53,56
2002/11/24,20:30:05,-65,27/11/2002,06:00:00,13.3,12.3,15,113.8,3.2,0,0.5,4.6,3.9,197607,13.1,545,0.028,15144,2,2,0.004,7.23,0,1,43,32
2002/12/02,17:54:05,-37.5,05/12/2002,09:00:00,5.7,4.2,21.7,127.2,1.6,0.6,0.3,3.6,2,91513,4.5,426,0.054,14864,0.4,21,0.007,1.66,-0.26,1.27,20,7
2002/12/08,23:54:05,-35,15/12/2002,00:00:00,13.1,12.7,-22.6,304.7,-4.9,-6.1,0.3,2.8,1.5,419108,2.9,504,0.105,52431,0.4,29,0.014,1.75,3.07,0.38,33,18
2002/12/19,08:54:06,-75,21/12/2002,03:00:00,7.4,5.3,-80.6,68.9,-5.2,-5.1,2.7,5.8,4.8,55567,12.9,501,0.065,24263,6.2,8,0.009,6.81,2.56,1.8,57,67
2002/12/19,22:06:05,-75,,,,,,,,,,,,,,,,,,,,,,,,
2003/03/18,13:54:05,-65,20/03/2003,20:00:00,10.6,10.2,-34,160.1,-5.7,-3.3,0.2,2.5,1.5,139024,1.8,670,0.082,64997,0.3,12,0.036,1.79,2.21,0.18,43,32
2003/03/19,02:30:05,-65,,,,,,,,,,,,,,,,,,,,,,,,
2003/05/27,06:50:05,-145,29/05/2003,23:00:00,16.5,10.1,-26.4,18.3,-4.5,-3.3,5.4,13.7,5.6,497260,51,738,0.099,51179,6.8,7,0.011,64.76,2.44,4.88,83,236
2003/05/28,00:50:05,-145,,,,,,,,,,,,,,,,,,,,,,,,
2003/05/29,01:27:12,-145,,,,,,,,,,,,,,,,,,,,,,,,
2003/05/31,02:30:19,-90,02/06/2003,08:00:00,9.8,8.6,-3.7,136.4,-0.6,-0.7,0.3,4.4,3.6,250984,5.7,714,0.033,30866,0.4,13,0.007,5.49,0.5,0.94,53,56
2003/06/15,23:54:05,-140,18/06/2003,09:00:00,16.1,15.1,-32.8,299.3,-8.2,-6.4,2.7,6.1,4.7,159261,11.9,517,0.084,110746,2.4,26,0.034,7.1,3.31,0.55,67,111
2003/06/17,23:18:14,-140,,,,,,,,,,,,,,,,,,,,,,,,
2003/08/03,00:30:05,-60,06/08/2003,06:00:00,8.9,8.1,-40.3,11.4,-5.2,-5.3,0.3,3.5,2.6,294422,7.2,476,0.067,26811,0.8,11,0.021,3.45,2.52,1.6,57,67
2003/08/14,20:06:05,-147.5,18/08/2003,15:00:00,17,16.9,-82,197.2,-16.7,-15,0.1,1.3,0.3,45625,2.5,437,9.999,8783,1,5,9.999,0.95,6.55,0.06,73,154
2003/09/21,08:30:05,-60,24/09/2003,07:00:00,7.6,5,11.2,160.1,1,0,0.2,5.4,4.2,220436,5,595,0.046,13703,0.3,15,0.004,3.5,0,1.26,50,48
2003/09/21,20:59:17,-60,,,,,,,,,,,,,,,,,,,,,,,,
2003/10/18,15:30:21,-60,21/10/2003,21:00:00,8.6,7,-24.6,124.6,-2.9,-3.8,1.1,4,3.1,412994,4.5,702,9.999,58658,0.4,19,9.999,4.44,2.67,1.37,60,80
2003/10/21,03:54:05,-60,,,,,,,,,,,,,,,,,,,,,,,,
2003/10/28,11:30:05,-384.1758242,30/10/2003,22:00:00,25,11.5,-5.5,98.1,-1.1,-2.8,6.5,22,12.7,9999999,999.9,9999,9.999,9999999,999.9,9999,9.999,99.99,999.99,999.99,90,400
2003/10/29,20:54:05,-384.1758242,,,,,,,,,,,,,,,,,,,,,,,,
2003/11/02,09:30:05,-70,04/11/2003,10:00:00,16.9,12.2,77.9,120.3,12,9.5,1.3,11.1,7.2,873117,10.8,739,9.999,75281,2.1,5,9.999,11.8,-7.02,1.58,70,132
2003/11/02,17:30:05,-70,,,,,,,,,,,,,,,,,,,,,,,,
2003/11/04,12:06:06,-70,,,,,,,,,,,,,,,,,,,,,,,,
2003/11/04,19:54:05,-70,,,,,,,,,,,,,,,,,,,,,,,,
2003/11/06,17:30:05,-62.5,11/11/2003,13:00:00,9.4,8.3,15.9,139.6,2.3,0,0.3,3.5,2.5,273719,3.4,710,9.999,21280,0.2,13,9.999,3.43,0,0.64,53,56
2003/11/07,15:54:05,-62.5,,,,,,,,,,,,,,,,,,,,,,,,
2003/11/09,06:30:05,-62.5,,,,,,,,,,,,,,,,,,,,,,,,
2003/11/11,02:30:07,-62.5,,,,,,,,,,,,,,,,,,,,,,,,
2003/11/11,13:54:05,-62.5,,,,,,,,,,,,,,,,,,,,,,,,
2003/11/12,10:54:06,-60,13/11/2003,19:00:00,8.2,7.7,1.1,188.5,0.1,0.3,0.1,2,1.4,191153,3.8,638,9.999,12126,0.3,2,9.999,3.09,-0.19,0.75,60,80
2003/11/18,08:50:05,-420.8510638,20/11/2003,20:00:00,26.5,26.4,-44.4,259,-18.5,-17.2,0.6,2.4,1.2,89151,16.7,553,9.999,5209,2.7,5,9.999,10.21,9.51,0.22,87,300
2003/11/20,08:06:05,-420.8510638,,,,,,,,,,,,,,,,,,,,,,,,
2004/01/20,00:06:05,-130,22/01/2004,13:00:00,18.3,17.8,-16.4,336.3,-5,-5.5,0.5,3.8,1.2,98877,7.2,614,9.999,18494,0.8,7,9.999,5.43,3.38,0.2,67,111
2004/01/21,04:54:05,-130,,,,,,,,,,,,,,,,,,,,,,,,
2004/01/26,15:30:05,-62.5,27/01/2004,01:00:00,9.9,9.8,-28.3,290.5,-4.7,-7.5,0.1,0.9,0.5,61910,6.7,427,9.999,3091,0.3,4,9.999,2.44,3.2,0.54,40,27
2004/04/06,13:31:43,-57.5,06/04/2004,06:00:00,10.4,10,-5.5,313,-1,-3.2,0.3,2.5,2.2,360690,3.8,534,0.034,17875,0.5,9,0.004,2.06,1.71,0.71,43,32
2004/04/08,10:30:19,-27.5,11/04/2004,02:00:00,7.4,6.9,15.6,320.6,1.9,-0.3,0.2,1.7,1.3,121146,5.8,441,0.056,15259,0.5,3,0.007,2.31,0.13,1.1,37,22
2004/04/11,11:54:05,-30,16/04/2004,08:00:00,7.4,5.9,-1.9,324.1,-0.2,-0.9,0.2,3.8,3.4,115481,6.1,418,9.999,6548,0.3,5,9.999,2.13,0.38,1.13,37,22
2004/04/29,19:27:14,-35,01/05/2004,03:00:00,8.2,8.1,-3.2,244.1,-0.5,-3.1,0.3,0.9,0.3,47109,6.8,440,0.008,11053,0.9,5,0.001,2.27,1.36,0.74,23,9
2004/05/23,11:06:06,-27.5,28/05/2004,22:00:00,6.6,6.6,-30.4,306,-3.3,-4.7,0.5,1,0.7,95218,2.8,392,0.026,14474,0.7,9,0.003,0.79,1.84,0.6,27,12
2004/06/07,00:50:05,-30,07/06/2004,23:00:00,5.7,5.1,-30.4,331,-2.6,-3.1,0.2,2.4,1.9,34124,2,420,0.036,12046,0.4,18,0.005,0.67,1.3,0.42,37,22
13/07/2004,09:30:05,-75,17/07/2004,2,15.5,14.7,32.8,118.4,8,7.2,1.6,5.1,4.5,183595,7.6,473,0.033,101197,4.1,20,0.027,3.21,-3.41,0.41,60,80
20/07/2004,13:31:52,-135,25/07/2004,16,18.4,4.3,33.2,257.4,2.3,3.1,5,18.2,12.8,324940,13.9,560,0.08,271175,5.4,9,0.02,9.61,-1.74,0.77,80,207
23/07/2004,16:06:06,-170,27/07/2004,13,20.1,19.5,-65.4,143.9,-17.7,-18.2,1.3,4.7,1,181976,2.8,842,0.064,80458,1.7,8,0.016,4.16,15.32,0.09,87,300
25/07/2004,14:54:05,-170,,,,,,,,,,,,,,,,,,,,,,,,
29/07/2004,12:06:05,-65,,,,,,,,,,,,,,,,,,,,,,,,
08/08/2004,08:54:05,-50,09/08/2004,21,10.8,8.7,-30.3,157.7,-4.4,-4.7,0.8,6.3,2.1,27095,8.1,354,0.034,6413,4.8,17,0.005,1.93,1.66,0.45,43,32
01/09/2004,15:38:12,-37.5,,,,,,,,,,,,,,,,,,,,,,,,
03/09/2004,00:30:05,-30,05/09/2004,18,11,7.7,-3.2,120.2,-0.4,-2.4,1.3,7.9,7.3,109311,8.5,330,0.026,71312,4.6,14,0.018,1.71,0.79,0.69,33,18
03/09/2004,00:54:05,-30,05/09/2004,19,12,11.9,33.4,111.4,6.5,3.8,0.2,1.7,1.4,122087,3.1,368,0.035,19669,0.4,8,0.004,0.8,-1.4,0.22,33,18
03/09/2004,10:30:18,-30,,,,,,,,,,,,,,,,,,,,,,,,
04/09/2004,06:54:05,-30,,,,,,,,,,,,,,,,,,,,,,,,
12/09/2004,00:36:06,-45,14/09/2004,22,7.9,7.7,-28.6,163.5,-3.7,-4,0.6,1.8,0.8,103750,1.9,573,0.1,48615,0.8,13,0.021,1.46,2.29,0.29,40,27
27/10/2004,10:30:25,-32.5,30/10/2004,8,7.7,6.6,-56,228.6,-5.5,-3.5,0.3,3.9,1,109650,7.6,405,0.027,8644,0.5,5,0.003,2.31,1.42,1.27,27,12
30/10/2004,06:54:05,-32.5,30/10/2004,9,6.8,6.2,-8.8,111.7,-1,-3.7,0.3,2.6,2,105398,7.1,416,0.034,6399,0.6,8,0.005,2.33,1.54,1.49,30,15
30/10/2004,16:54:05,-32.5,,,,,,,,,,,,,,,,,,,,,,,,
03/11/2004,16:06:05,-375.8241758,08/11/2004,6,25.5,25.3,-47.2,75.7,-18.5,-23.5,0.5,2.7,0.8,16622,5.5,728,0.116,4826,0.7,13,0.021,7.13,17.11,0.05,83,236
04/11/2004,09:54:05,-375.8241758,,,,,,,,,,,,,,,,,,,,,,,,
06/11/2004,01:31:51,-375.8241758,,,,,,,,,,,,,,,,,,,,,,,,
07/11/2004,16:54:05,-375.8241758,,,,,,,,,,,,,,,,,,,,,,,,
08/11/2004,03:54:05,-375.8241758,,,,,,,,,,,,,,,,,,,,,,,,
09/11/2004,17:26:06,-263.3333333,10/11/2004,10,18.7,18.6,-42.6,104.6,-12.6,-17.2,0.4,1.5,1,17262,3.6,706,0.048,4760,1.5,4,0.007,3.57,12.14,0.06,83,236
10/11/2004,02:26:05,-263.3333333,,,,,,,,,,,,,,,,,,,,,,,,
03/12/2004,00:26:05,-45,07/12/2004,2,5.9,5.5,-21.7,143.6,-2,-2,0.1,2.1,0.9,88887,2.4,499,0.048,19873,0.3,14,0.005,1.19,1,0.62,30,15
08/12/2004,20:26:05,-55,13/12/2004,2,15.1,14.9,-13.7,60.8,-3.5,-2.9,0.5,1.7,1.5,13883,3,394,9.999,2617,1.2,9,9.999,0.93,1.14,0.08,43,32
15/12/2004,17:36:05,-30,,,,,,,,,,,,,,,,,,,,,,,,
30/12/2004,22:30:05,-50,02/01/2005,9,9.1,7.5,-42.6,152.8,-5.1,-5.3,0.5,4.5,2.6,585369,2.7,773,0.05,148664,0.5,27,0.012,3.23,4.1,0.97,40,27
01/01/2005,00:54:05,-50,02/01/2005,21,13.5,11.7,24.6,138,4.8,6.5,2.4,6.6,4.5,505227,3.8,678,0.03,148301,1.1,31,0.004,3.27,-4.41,0.55,53,56
05/01/2005,15:30:06,-92.5,08/01/2005,2,21.7,21.5,1.5,66.7,0.6,5.5,0.6,3.2,2.7,39640,11.8,548,0.068,14522,2.8,6,0.01,7.53,-3.01,0.18,70,132
13/01/2005,17:54:05,-102.5,18/01/2005,8,15,7.7,-26.2,259.1,-3.4,-3.7,4.7,13.1,7.3,10000000,999.9,9999,9.999,10000000,999.9,9999,9.999,99.99,999.99,999.99,77,179
15/01/2005,06:30:05,-102.5,,,,,,,,,,,,,,,,,,,,,,,,
15/01/2005,23:06:50,-102.5,,,,,,,,,,,,,,,,,,,,,,,,
17/01/2005,09:30:05,-102.5,,,,,,,,,,,,,,,,,,,,,,,,
17/01/2005,09:54:05,-102.5,,,,,,,,,,,,,,,,,,,,,,,,
19/01/2005,08:29:39,-97.5,22/01/2005,5,17.4,16.7,-4.8,342.2,-1.4,-2.4,0.6,4.9,3.4,84793,3,835,9.999,22088,0.3,12,9.999,4.18,2,0.09,60,80
01/02/2005,11:06:07,-25,03/02/2005,8,5.9,4.5,52,210.6,3.6,3.4,1,3.7,2.6,294172,3.1,488,0.026,64804,0.6,13,0.003,1.36,-1.66,1.57,33,18
19/04/2005,22:06:05,-27.5,,,,,,,,,,,,,,,,,,,,,,,,
30/04/2005,14:26:05,-40,,,,,,,,,,,,,,,,,,,,,,,,
01/05/2005,00:50:05,-35,01/05/2005,9,5.5,5.1,-3.8,316.3,-0.3,-0.8,0.1,1.8,0.8,295634,1.4,659,0.028,47860,0.1,19,0,1.13,0.53,0.82,33,18
02/05/2005,05:26:06,-25,03/05/2005,17,3.7,2.6,-0.5,297.6,0,-0.8,0.2,2.6,0.7,147393,1.4,509,0.028,19807,0.2,17,0.005,0.67,0.41,1.17,27,12
05/05/2005,20:30:05,-110,08/05/2005,18,8.6,6.9,26.1,256.3,3,0.6,0.5,4.7,3.8,313401,5.5,764,0.047,32303,0.3,10,0.004,6.37,-0.46,1.37,53,56
06/05/2005,17:28:31,-110,,,,,,,,,,,,,,,,,,,,,,,,
10/05/2005,16:06:05,-245.7831325,15/05/2005,8,54.8,53.3,-14.7,140.4,-13.5,-10.4,1.6,12.8,11.8,827584,6,915,0.132,930107,3.4,62,0.066,12.82,9.52,0.08,83,236
11/05/2005,20:13:08,-245.7831325,,,,,,,,,,,,,,,,,,,,,,,,
13/05/2005,17:12:05,-245.7831325,,,,,,,,,,,,,,,,,,,,,,,,
26/05/2005,15:06:05,-112.5,30/05/2005,13,15.4,15.4,-52.4,251.7,-12.2,-12.2,0.1,0.8,0.3,39144,8.5,452,0.053,12692,1.3,3,0.01,3.51,5.51,0.25,73,154
03/06/2005,12:32:10,-42.5,07/06/2005,5,5.5,5,-48.7,276,-3.8,-4,0.4,2.1,0.9,267338,2.2,472,0.059,60825,0.2,5,0.012,1.01,1.89,1.2,37,22
14/06/2005,07:24:05,-42.5,15/06/2005,12,10.4,10.2,-30.7,132.4,-5.2,-6.1,0.1,1.8,1.4,16742,2.7,517,0.057,3284,0.2,5,0.01,1.48,3.15,0.15,43,32
25/06/2005,08:06:05,-35,,,,,,,,,,,,,,,,,,,,,,,,
26/06/2005,07:54:05,-25,,,,,,,,,,,,,,,,,,,,,,,,
28/06/2005,17:06:05,-15,03/07/2005,1,4.8,3.6,-5.5,312.7,-0.3,-0.5,0.1,3,1.8,135643,3,544,0.064,20783,0.3,15,0.01,1.86,0.27,1.43,30,15
05/07/2005,15:30:05,-92.5,10/07/2005,20,15.3,15.1,-45.8,130.8,-10.8,-10.6,0.5,2.7,1.4,19916,22,441,0.045,3266,7.3,4,0.017,8.43,4.67,0.58,57,67
07/07/2005,17:06:07,-92.5,,,,,,,,,,,,,,,,,,,,,,,,
09/07/2005,22:30:05,-92.5,,,,,,,,,,,,,,,,,,,,,,,,
12/07/2005,16:54:05,-77.5,,,,,,,,,,,,,,,,,,,,,,,,
13/07/2005,14:30:05,-67.5,18/07/2005,6,8.3,7.5,-58.7,32.3,-6.4,-6.7,0.4,3.5,1,59484,9.2,422,0.017,9314,1.8,6,0.007,2.92,2.83,1.04,53,56
14/07/2005,10:54:05,-67.5,,,,,,,,,,,,,,,,,,,,,,,,
17/07/2005,11:30:05,-67.5,,,,,,,,,,,,,,,,,,,,,,,,
21/07/2005,03:54:05,-42.5,28/07/2005,5,7.4,4.1,31.2,339.5,2.1,2.3,1,6.1,2.8,139353,13.3,411,0.089,17282,1.7,5,0.021,5.09,-0.95,2.7,53,56
22/07/2005,23:54:05,-25,,,,,,,,,,,,,,,,,,,,,,,,
24/07/2005,11:30:07,-40,,,,,,,,,,,,,,,,,,,,,,,,
24/07/2005,13:54:05,-40,,,,,,,,,,,,,,,,,,,,,,,,
24/07/2005,22:30:05,-40,,,,,,,,,,,,,,,,,,,,,,,,
25/07/2005,11:06:05,-40,,,,,,,,,,,,,,,,,,,,,,,,
26/07/2005,04:54:29,-40,,,,,,,,,,,,,,,,,,,,,,,,
27/07/2005,04:54:05,-40,,,,,,,,,,,,,,,,,,,,,,,,
30/07/2005,06:50:28,-22.5,04/08/2005,9,7.4,7.2,-25,141.5,-3,-4.5,0.3,2,0.4,60192,5.5,420,0.052,9799,0.5,3,0.004,1.96,1.89,0.79,20,7
22/08/2005,01:31:48,-185,24/08/2005,11,27,7.1,-30.4,283.2,-3.6,0,8,26.2,20.5,399739,45.1,635,0.088,139067,30,16,0.048,41.06,0,1.36,87,300
22/08/2005,17:30:05,-185,,,,,,,,,,,,,,,,,,,,,,,,
23/08/2005,14:54:05,-185,,,,,,,,,,,,,,,,,,,,,,,,
29/08/2005,10:54:05,-122.5,31/08/2005,19,14.3,12.2,-5.9,102.6,-1.3,-4.3,0.9,7.3,5.8,209075,10.7,412,0.1,48846,3.2,10,0.033,4.25,1.77,0.73,67,111
